"","name","pweight_x","pweight_y","pop11","number_lsoa","type","imputed_easting","imputed_northing","imputed_type","imputed_error","imputed_osmnm","imputed_osmm"
"770","Hessle BUASD",503301.089731844,426692.69989949,15000,10,"buasd",503365.785377477,426331.585657274,"town",366.863765578982,NA,"Hessle"
"771","Hetton-le-Hole BUASD",435519.377295952,547000.008195258,12254,8,"buasd",435258.145757315,547516.165267605,"town",578.498089981928,NA,"Hetton-le-Hole"
"772","Hextable BUASD",551874.769349736,170356.698847459,4092,3,"buasd",551874.769349736,170356.698847459,"Origin",NA,NA,"Abertillery"
"773","Heysham BUASD",341837.710296767,461885.909713483,14495,9,"buasd",341806.439369291,461870.434697794,"town",34.8905003657998,NA,"Heysham"
"774","Heywood BUASD",385168.826452767,410490.344052894,29070,19,"buasd",385274.314109822,411156.331182162,"town",674.289627787241,NA,"Heywood"
"775","High Lane BUASD",395442.910905909,385437.832994189,4196,3,"buasd",395442.910905909,385437.832994189,"Origin",NA,NA,"Abertillery"
"776","High Wycombe BUASD",487569.061671871,192872.758002136,118208,73,"buasd",486731.101110275,192808.958726031,"town",840.385774761193,NA,"High Wycombe"
"777","Higham BUASD",570982.559876297,171264.822469285,2440,2,"buasd",570982.559876297,171264.822469285,"Origin",NA,NA,"Abertillery"
"778","Higham Ferrers BUASD",495908.824920762,268902.909668808,8649,5,"buasd",496074.185901127,268478.585242209,"town",455.40693103611,NA,"Higham Ferrers"
"779","Hill Dale BUASD",349364.182550905,412173.144859735,1147,1,"buasd",349364.182550905,412173.144859735,"Origin",NA,NA,"Abertillery"
"780","Hillingdon BUASD",508648.462253198,183084.074984984,279242,164,"buasd",505384.892931591,183987.291159372,"town",3386.24927827357,NA,"Ruislip"
"781","Hindley BUASD",362773.516488804,403975.038204937,24893,15,"buasd",361798.416625916,404252.746256566,"town",1013.87450137764,NA,"Hindley"
"782","Hipsburn BUASD",423469.968536859,611186.985130356,1719,1,"buasd",423469.968536859,611186.985130356,"Origin",NA,NA,"Abertillery"
"783","Hirwaun Industrial Estate BUASD",292850.10119868,206426.68272842,1700,1,"buasd",292850.10119868,206426.68272842,"Origin",NA,NA,"Abertillery"
"784","Histon BUASD",543987.114092639,263490.694155722,7553,5,"buasd",543987.114092639,263490.694155722,"Origin",NA,NA,"Abertillery"
"785","Hitchin BUASD",518928.279129197,229493.906441704,34778,22,"buasd",518373.334863134,228944.58126975,"town",780.846516915268,NA,"Hitchin"
"786","Hoddesdon BUASD",537232.806088331,207828.353364286,41483,25,"buasd",536852.369911145,207175.577046767,"town",755.545237312493,NA,"Hoddesdon"
"787","Holcombe BUASD",295439.939702794,75192.7549251905,1726,1,"buasd",295439.939702794,75192.7549251905,"Origin",NA,NA,"Abertillery"
"788","Holme-on-Spalding-Moor BUASD",480397.610321848,438215.774844701,1832,1,"buasd",480397.610321848,438215.774844701,"Origin",NA,NA,"Abertillery"
"789","Holmfirth BUASD",414156.892107843,409572.563954855,18968,12,"buasd",414199.69932749,408216.242785691,"town",1356.99652614744,NA,"Holmfirth"
"790","Holt BUASD",340959.533134775,353838.236630742,1113,1,"buasd",340984.737826227,353837.813375061,"town",25.2082450112774,NA,"Holt"
"791","Holywell BUASD",318200.227869487,376457.241695604,9973,5,"buasd",318649.750519965,375631.418127838,"town",940.242084981692,NA,"Holywell"
"792","Hope BUASD",330767.758081428,357967.374924233,4224,3,"buasd",330767.758081428,357967.374924233,"Origin",NA,NA,"Abertillery"
"793","Horam BUASD",557973.930598654,117378.068932037,2642,2,"buasd",557973.930598654,117378.068932037,"Origin",NA,NA,"Abertillery"
"794","Horbury BUASD",429548.981754039,418348.255438276,9294,6,"buasd",429548.981754039,418348.255438276,"Origin",NA,NA,"Abertillery"
"795","Horley BUASD",528358.147372826,143412.63894246,22076,14,"buasd",528445.107684437,142984.392408821,"town",436.986486483837,NA,"Horley"
"796","Horndean BUASD",469177.204403272,111951.374572659,42870,28,"buasd",468233.910644509,109368.508705248,"town",2749.72711452571,NA,"Waterlooville"
"797","Horsforth BUASD",423964.593389151,438057.772387797,18533,12,"buasd",424474.342888506,438883.21477748,"town",970.154467483429,NA,"Horsforth"
"798","Horsham BUASD",518058.312507709,131545.136291504,48212,30,"buasd",517155.654232948,130626.092326075,"town",1288.19011461286,NA,"Horsham"
"799","Horsham St Faith BUASD",621955.503042602,315505.757924529,1724,1,"buasd",621955.503042602,315505.757924529,"Origin",NA,NA,"Abertillery"
"800","Horspath BUASD",457413.735250211,204884.533343035,1378,1,"buasd",457413.735250211,204884.533343035,"Origin",NA,NA,"Abertillery"
"801","Horwich BUASD",364135.62925535,411095.215289895,19512,13,"buasd",364292.313325687,411243.299778603,"town",215.589688281946,NA,"Horwich"
"802","Houghton-le-Spring BUASD",433970.028508673,550135.758465794,13666,10,"buasd",433970.028508673,550135.758465794,"Origin",NA,NA,"Abertillery"
"803","Houghton BUASD",341043.020442847,559188.660604255,3079,2,"buasd",341043.020442847,559188.660604255,"Origin",NA,NA,"Abertillery"
"804","Houghton Regis BUASD",502468.11472901,224258.444343253,13363,8,"buasd",502100.03286742,224149.522326423,"town",383.859691269493,NA,"Houghton Regis"
"805","Hounslow BUASD",514054.874757366,175826.613388869,250844,140,"buasd",513918.00121473,175678.04976564,"town",202.00375447119,NA,"Brentford"
"806","How Wood BUASD",513675.635412766,203998.886326086,5758,4,"buasd",513675.635412766,203998.886326086,"Origin",NA,NA,"Abertillery"
"807","Hoylake BUASD",322381.136297845,389532.956804915,10909,7,"buasd",321746.653366149,389034.376074536,"town",806.939486776275,NA,"Hoylake"
"808","Hoyland BUASD",437216.996647112,400600.72649255,17465,11,"buasd",436960.992544408,400760.208043635,"town",301.616421531871,NA,"Hoyland"
"809","Hucknall BUASD",453022.7671163,348823.829987456,30084,19,"buasd",453428.286728337,349233.626957938,"town",576.523818036078,NA,"Hucknall"
"810","Huddersfield BUASD",413857.211933536,416673.346395442,163627,99,"buasd",414492.048075457,416706.199496218,"town",635.685656059316,NA,"Huddersfield"
"811","Hughenden Valley BUASD",486249.338979525,197218.069828572,2576,2,"buasd",486249.338979525,197218.069828572,"Origin",NA,NA,"Abertillery"
"812","Hullbridge BUASD",581061.519225374,194661.499927659,4948,3,"buasd",581061.519225374,194661.499927659,"Origin",NA,NA,"Abertillery"
"813","Hunger Hill BUASD",368157.742313328,406985.928761243,1539,1,"buasd",368157.742313328,406985.928761243,"Origin",NA,NA,"Abertillery"
"814","Hunstanton BUASD",567526.262481851,338888.072773517,8761,6,"buasd",567438.264529938,340900.944574652,"town",2014.79441317142,NA,"Hunstanton"
"815","Hutton BUASD",349654.044863232,426415.589995358,3053,2,"buasd",349654.044863232,426415.589995358,"Origin",NA,NA,"Abertillery"
"816","Hutton Rudby BUASD",446717.741094744,506233.358151331,2421,1,"buasd",446784.578826618,506349.877268024,"townhall",134.327908332228,NA,"Hutton Rudby Village Hall"
"817","Hyde (Tameside) BUASD",395342.635436641,394997.410388275,34141,21,"buasd",394900.068525529,394903.763080375,"town",452.36632178838,NA,"Hyde"
"818","Hythe BUASD",616024.888462488,134681.826422017,14516,10,"buasd",616173.618079148,134504.135953916,"town",231.720524178845,NA,"Hythe"
"819","Ickleford BUASD",518091.153719467,231696.101888579,2194,1,"buasd",518091.153719467,231696.101888579,"Origin",NA,NA,"Abertillery"
"820","Ilkeston BUASD",446389.764704896,341911.137581353,38640,26,"buasd",446625.359202876,341750.053947948,"town",285.399201872786,NA,"Ilkeston"
"821","Immingham BUASD",517761.595516448,414862.088833118,10635,7,"buasd",518263.247775797,414754.892400299,"town",512.977645242535,NA,"Immingham"
"822","Ince-in-Makerfield BUASD",359825.726149212,404953.458200579,11897,7,"buasd",359825.726149212,404953.458200579,"Origin",NA,NA,"Abertillery"
"823","Ingatestone BUASD",564484.562931888,199148.788696445,5966,4,"buasd",565021.515128743,199620.829511727,"town",714.940691945783,NA,"Ingatestone"
"824","Ingleby Barwick BUASD",444323.106590437,513844.324273544,21045,13,"buasd",444240.346550052,513975.81655253,"town",155.36873468459,NA,"Ingleby Barwick"
"825","Innsworth BUASD",387295.418978545,220748.03998679,13877,9,"buasd",387295.418978545,220748.03998679,"Origin",NA,NA,"Abertillery"
"826","Ipswich BUASD",616634.449947963,244321.634968819,144126,92,"buasd",616227.186348229,244642.610842232,"town",518.545225589506,NA,"Ipswich"
"827","Irlam BUASD",371809.69633853,393943.598583525,20067,13,"buasd",372045.408648776,394754.743152614,"town",844.698647544266,NA,"Irlam"
"828","Ironville BUASD",443645.741566606,351523.639438361,1537,1,"buasd",443645.741566606,351523.639438361,"Origin",NA,NA,"Abertillery"
"829","Islington BUASD",531144.963649013,185031.129965768,206125,123,"buasd",531681.528707827,184256.149391548,"townhall",942.601163142554,NA,NA
"830","Islip BUASD",498674.634942757,279376.531958187,1869,1,"buasd",498674.634942757,279376.531958187,"Origin",NA,NA,"Abertillery"
"831","Itchen Abbas BUASD",453057.485056267,132798.584554463,1896,1,"buasd",453057.485056267,132798.584554463,"Origin",NA,NA,"Abertillery"
"832","Iver Heath BUASD",502963.436975308,182392.149139183,8249,5,"buasd",502666.143674763,183128.941180484,"townhall",794.50979772001,NA,NA
"833","Jacksdale BUASD",444899.422991891,351684.916675564,3158,2,"buasd",444899.422991891,351684.916675564,"Origin",NA,NA,"Abertillery"
"834","Jarrow BUASD",434070.548139319,562997.998064905,42694,30,"buasd",433309.479871736,565383.764327433,"town",2504.21755591224,NA,"Jarrow"
"835","Keadby BUASD",483494.895317039,410951.472314683,1488,1,"buasd",483494.895317039,410951.472314683,"Origin",NA,NA,"Abertillery"
"836","Kearsley BUASD",375291.851970727,405100.183713297,12533,8,"buasd",375049.501124285,404899.062621973,"town",314.934320368908,NA,"Kearsley"
"837","Keighley BUASD",405748.034625897,440944.165713302,50835,31,"buasd",406538.885501232,441359.007156039,"town",893.050127165942,NA,"Keighley"
"838","Kelly Bray BUASD",235999.178664729,70949.4246293308,2016,1,"buasd",235999.178664729,70949.4246293308,"Origin",NA,NA,"Abertillery"
"839","Kelsall BUASD",352763.936266537,368271.680337498,1927,1,"buasd",352763.936266537,368271.680337498,"Origin",NA,NA,"Abertillery"
"840","Kelvedon BUASD",586422.891764711,219025.213487423,5148,3,"buasd",586422.891764711,219025.213487423,"Origin",NA,NA,"Abertillery"
"841","Kempston BUASD",503270.20795253,247651.106976263,19330,13,"buasd",503277.309117043,247835.611616036,"town",184.641243050478,NA,"Kempston"
"842","Kendal BUASD",351868.074641192,492311.053160696,28586,14,"buasd",351431.666019051,492668.270466948,"town",563.965149069419,NA,"Kendal"
"843","Kennington BUASD",452204.908904419,202219.288505786,3186,2,"buasd",452204.908904419,202219.288505786,"Origin",NA,NA,"Abertillery"
"844","Kensington and Chelsea BUASD",525532.042167783,179540.129988085,158649,103,"buasd",525102.255862947,179321.202122764,"town",482.333575483347,NA,"Kensington"
"845","Kesgrave BUASD",622593.256328891,245298.779249058,18979,11,"buasd",621989.689744956,245468.251924338,"town",626.907974833577,NA,"Kesgrave"
"846","Kettering BUASD",487466.742547586,278576.13750206,56226,34,"buasd",486641.638268518,278695.14795831,"town",833.64294517084,NA,"Kettering"
"847","Kibworth Harcourt BUASD",468063.150378199,293861.334069758,5441,3,"buasd",468063.150378199,293861.334069758,"Origin",NA,NA,"Abertillery"
"848","Kidderminster BUASD",383087.17990445,276458.547113894,55098,37,"buasd",383391.534289327,276716.339153065,"town",398.858780840731,NA,"Kidderminster"
"849","Kidlington BUASD",449278.180252256,213728.49031489,15332,11,"buasd",449278.180252256,213728.49031489,"Origin",NA,NA,"Abertillery"
"850","Kidsgrove BUASD",383983.661193548,354614.142292331,23574,17,"buasd",384120.197815563,354533.886355619,"town",158.376969692389,NA,"Kidsgrove"
"851","Kilburn BUASD",438411.156637169,345610.112715381,2700,2,"buasd",438411.156637169,345610.112715381,"Origin",NA,NA,"Abertillery"
"852","Killamarsh BUASD",445628.389774507,380690.370072468,9445,7,"buasd",445496.206287896,380961.281669517,"town",301.439160608276,NA,"Killamarsh"
"853","Kimberley BUASD",450101.501561197,344980.798867081,10214,7,"buasd",449826.142201911,344770.422819466,"town",346.52685055633,NA,"Kimberley"
"854","Kingsnorth (Ashford) BUASD",601262.396208511,139538.700730889,2985,2,"buasd",601262.396208511,139538.700730889,"Origin",NA,NA,"Abertillery"
"855","Kingsteignton BUASD",287134.391444121,73693.8592098087,11147,8,"buasd",287134.391444121,73693.8592098087,"Origin",NA,NA,"Abertillery"
"856","Kingston upon Hull BUASD",508955.77756546,430961.361233686,281435,183,"buasd",509610.634721116,428745.400193893,"city",2310.69712948114,NA,"Hull"
"857","Kingston upon Thames BUASD",519298.563053454,167684.134583204,164835,101,"buasd",517895.623543086,169205.612104025,"town",2069.57317244825,NA,"Kingston upon Thames"
"858","Kingswinford BUASD",389239.245710805,288164.005169918,50404,34,"buasd",389239.245710805,288164.005169918,"Origin",NA,NA,"Abertillery"
"859","Kinmel Bay BUASD",298211.86337154,379549.353727982,9791,6,"buasd",299044.00705383,380518.967020994,"town",1277.73747145555,NA,"Kinmel Bay"
"860","Kippax BUASD",441449.011812797,430549.578121858,9785,7,"buasd",441611.498749013,430604.720802504,"town",171.588809861199,NA,"Kippax"
"861","Kirkby-in-Ashfield BUASD",450223.573377835,355687.388937067,27781,17,"buasd",449708.518649753,356145.660278363,"town",689.41569112712,NA,"Kirkby-In-Ashfield"
"862","Kirkham BUASD",342095.412160422,432496.396387339,8945,6,"buasd",342673.798814997,432174.974696699,"town",661.697079791213,NA,"Kirkham"
"863","Kiveton Park BUASD",448494.429366377,382943.459972948,6582,4,"buasd",448494.429366377,382943.459972948,"Origin",NA,NA,"Abertillery"
"864","Knaresborough BUASD",435279.55137457,457215.353074057,15674,9,"buasd",435343.566981837,457240.909479971,"town",68.9284256093526,NA,"Knaresborough"
"865","Knockholt Pound BUASD",548272.017019837,159770.040389083,1922,1,"buasd",548272.017019837,159770.040389083,"Origin",NA,NA,"Abertillery"
"866","Knottingley BUASD",449124.185117728,423735.535136878,10804,7,"buasd",450374.062473981,423911.655099187,"town",1262.22487964624,NA,"Knottingley"
"867","Lambeth BUASD",530781.774689054,174582.666482783,303086,178,"buasd",530937.102485017,174773.311158343,"town",245.910789755373,NA,"Brixton"
"868","Lancaster BUASD",347736.686958492,461571.286237557,46927,32,"buasd",347781.080234708,461677.958057506,"city",115.540642825017,NA,"Lancaster"
"869","Lane End BUASD",480986.823719568,191964.904847121,2851,2,"buasd",480986.823719568,191964.904847121,"Origin",NA,NA,"Abertillery"
"870","Langley Heath BUASD",581221.499501665,151541.243477398,1564,1,"buasd",581191.729697061,151846.032445713,"townhall",306.239377730697,NA,"Langley Village Hall"
"871","Lanner BUASD",171642.89731084,40112.7496767059,2701,2,"buasd",171642.89731084,40112.7496767059,"Origin",NA,NA,"Abertillery"
"872","Launceston BUASD",232905.53913012,84775.2056502127,6228,4,"buasd",233178.460517258,84527.6181046816,"town",368.491080298078,NA,"Launceston"
"873","Launton BUASD",460857.789408894,222545.347318041,1521,1,"buasd",460857.789408894,222545.347318041,"Origin",NA,NA,"Abertillery"
"874","Leadgate BUASD",412538.193960099,551850.497615485,4504,3,"buasd",412538.193960099,551850.497615485,"Origin",NA,NA,"Abertillery"
"875","Leatherhead BUASD",514725.310465984,155704.896036124,33398,22,"buasd",516577.691662298,156477.78366842,"town",2007.15504847375,NA,"Leatherhead"
"876","Leeds BUASD",429902.150969735,434966.280385107,472093,300,"buasd",430147.450489358,433553.326579732,"city",1434.08866896443,NA,"Leeds"
"877","Leek BUASD",398470.186286859,356560.227442808,18603,12,"buasd",398471.531275905,356508.135110358,"town",52.1096929146666,NA,"Leek"
"878","Leeming BUASD",431433.677641697,488475.128265834,2301,1,"buasd",431433.677641697,488475.128265834,"Origin",NA,NA,"Abertillery"
"879","Lees BUASD",395842.379090731,404841.904622222,13703,9,"buasd",395236.465964594,404625.829068696,"town",643.287930290079,NA,"Lees"
"880","Leicester BUASD",459283.959818528,303749.915385067,437151,261,"buasd",458765.555675049,304618.237574612,"city",1011.29930328847,NA,"Leicester"
"881","Leiston BUASD",644544.506358103,262522.776905355,4911,3,"buasd",644457.527956735,262502.051982131,"town",89.4134483574162,NA,"Leiston"
"882","Letchworth Garden City BUASD",521992.859949939,232697.371861073,33249,23,"buasd",521634.524981739,232395.789491694,"town",468.354433047369,NA,"Letchworth"
"883","Leverington BUASD",544252.765895988,311538.87700543,1763,1,"buasd",544252.765895988,311538.87700543,"Origin",NA,NA,"Abertillery"
"884","Lewisham BUASD",537487.160951157,174247.393894622,275885,169,"buasd",537713.3223681,173674.221340335,"town",616.178353645505,NA,"Catford"
"885","Leyland BUASD",353798.399416791,422291.362123614,40123,24,"buasd",353929.328923422,421786.332773773,"town",521.725195776233,NA,"Leyland"
"886","Leysdown-on-Sea BUASD",602342.081189254,170747.153323251,1678,1,"buasd",602342.081189254,170747.153323251,"Origin",NA,NA,"Abertillery"
"887","Lincoln BUASD",496756.439487115,370339.659992738,99663,61,"buasd",497600.904646029,371728.211585106,"city",1625.17596871437,NA,"Lincoln"
"888","Linford BUASD",567150.644268609,179343.153336462,1728,1,"buasd",567150.644268609,179343.153336462,"Origin",NA,NA,"Abertillery"
"889","Lingfield BUASD",538781.381442946,143763.712971952,2808,2,"buasd",538781.381442946,143763.712971952,"Origin",NA,NA,"Abertillery"
"890","Lingwood BUASD",636187.988313766,308353.343128113,2643,2,"buasd",636187.988313766,308353.343128113,"Origin",NA,NA,"Abertillery"
"891","Linton BUASD",427664.467901844,316530.221947489,1639,1,"buasd",427640.527081584,316560.249177369,"townhall",38.4030911390637,NA,NA
"892","Litherland BUASD",333943.252204434,397910.539821275,16764,11,"buasd",334006.790532522,397723.571044113,"town",197.470106015289,NA,"Litherland"
"893","Little Clacton BUASD",616454.793234826,219210.861266924,3161,2,"buasd",616454.793234826,219210.861266924,"Origin",NA,NA,"Abertillery"
"894","Little Eaton BUASD",436306.459729462,341921.534799994,1821,1,"buasd",436306.459729462,341921.534799994,"Origin",NA,NA,"Abertillery"
"895","Little Lever BUASD",375683.766484721,407564.242906752,13165,9,"buasd",375683.766484721,407564.242906752,"Origin",NA,NA,"Abertillery"
"896","Little Shelford BUASD",545166.21147093,251313.38815753,1218,1,"buasd",545192.06029942,251548.946360279,"townhall",236.972211063825,NA,NA
"897","Littleborough BUASD",393279.415832999,416213.662390443,12504,8,"buasd",393279.415832999,416213.662390443,"Origin",NA,NA,"Abertillery"
"898","Littlehampton BUASD",504735.437733031,102790.930923981,56029,34,"buasd",503190.874904091,102426.081035558,"town",1587.06955538385,NA,"Littlehampton"
"899","Littlethorpe BUASD",454219.97887046,296884.324053736,1766,1,"buasd",454219.97887046,296884.324053736,"Origin",NA,NA,"Abertillery"
"900","Littleton BUASD",445799.22264665,132210.548856634,1360,1,"buasd",445799.22264665,132210.548856634,"Origin",NA,NA,"Abertillery"
"901","Liverpool BUASD",339315.682246585,390706.206506558,548938,355,"buasd",334910.184252763,390298.454736244,"city",4424.32752853583,NA,"Liverpool"
"902","Liversedge BUASD",419955.176320772,423584.193592937,15642,10,"buasd",420277.018163597,424055.90935815,"town",571.049853290405,NA,"Liversedge"
"903","Llanddulas BUASD",290628.889229996,378101.535657905,1542,1,"buasd",290628.889229996,378101.535657905,"Origin",NA,NA,"Abertillery"
"904","Llandudno Junction BUASD",279180.680500017,378730.67920533,10658,6,"buasd",279403.549217205,378214.324757494,"town",562.398773914562,NA,"Llandudno Junction"
"905","Llanelli BUASD",251781.105547695,200461.650308961,43480,27,"buasd",250619.626981562,200099.015945303,"town",1216.77283882031,NA,"Llanelli"
"906","Llanfoist BUASD",329133.437327656,213099.682184891,2319,1,"buasd",329133.437327656,213099.682184891,"Origin",NA,NA,"Abertillery"
"907","Llangennech BUASD",256067.272079284,201840.18135153,3373,2,"buasd",256067.272079284,201840.18135153,"Origin",NA,NA,"Abertillery"
"908","Llantrisant BUASD",304592.981977203,182369.395584626,13032,8,"buasd",304771.034746341,183406.581474261,"town",1052.35799909331,NA,"Llantrisant"
